Tstamp,Str,Thr,RrLH,FrLH,Fr,FrRH,RrRH
1761031438.63,      0.00,     40.00,    170.00,    355.00,    587.00,    863.00,    188.00
1761031438.69,      0.00,     40.00,    177.00,    336.00,    455.00,    366.00,    197.00
1761031438.75,      0.00,     40.00,    166.00,    289.00,    457.00,   1223.00,    184.00
1761031438.81,      0.00,     40.00,    174.00,    226.00,    495.00,    924.00,    198.00
1761031438.87,      0.00,     40.00,    159.00,    444.00,    336.00,    922.00,    184.00
1761031438.94,      0.00,     40.00,    177.00,    426.00,    963.00,   2000.00,    184.00
1761031439.00,      0.00,     40.00,    161.00,    414.00,    552.00,    751.00,    191.00
1761031439.08,      0.00,     40.00,    416.00,    740.00,   1652.00,   2000.00,    379.00
1761031439.15,      0.00,     40.00,    686.00,    739.00,    960.00,   1032.00,    503.00
1761031439.24,      0.00,     40.00,    602.00,    738.00,   1373.00,   2000.00,    702.00
1761031439.31,      0.00,     40.00,    686.00,    573.00,   2000.00,    654.00,    700.00
1761031439.38,      0.00,     40.00,    690.00,    728.00,    360.00,    747.00,    694.00
1761031439.45,      0.00,     40.00,    686.00,    733.00,    363.00,    739.00,    696.00
1761031439.52,      0.00,     40.00,    685.00,    733.00,   1096.00,    737.00,    381.00
1761031439.59,      0.00,     40.00,    685.00,    750.00,   2000.00,    730.00,    460.00
1761031439.66,    -30.00,     40.00,    552.00,    555.00,   1003.00,    731.00,    689.00
1761031439.74,      0.00,     40.00,    667.00,    740.00,   2000.00,    727.00,    690.00
1761031439.80,      0.00,     40.00,    446.00,    344.00,    381.00,    718.00,    207.00
1761031439.87,      0.00,     40.00,    557.00,   1070.00,   2000.00,    709.00,    674.00
1761031439.94,      0.00,     40.00,    695.00,    581.00,    315.00,    714.00,    296.00
1761031440.02,      0.00,     40.00,    700.00,   1273.00,   2000.00,    722.00,    665.00
1761031440.08,      0.00,     40.00,    707.00,    691.00,    748.00,    911.00,    657.00
1761031440.16,      0.00,     40.00,    711.00,   1149.00,   1426.00,    759.00,    616.00
1761031440.24,      0.00,     40.00,    723.00,   1115.00,   2000.00,    550.00,    640.00
1761031440.32,      0.00,     40.00,    731.00,   1064.00,   2000.00,    648.00,    624.00
1761031440.40,      0.00,     40.00,    741.00,   1331.00,   2000.00,    630.00,    609.00
1761031440.47,      0.00,     40.00,    752.00,    706.00,   2000.00,    623.00,    600.00
1761031440.55,      0.00,     40.00,    762.00,   2000.00,   2000.00,    618.00,    589.00
1761031440.62,      0.00,     30.00,    787.00,    632.00,    738.00,    600.00,    573.00
1761031440.70,      0.00,     30.00,    795.00,    891.00,   2000.00,    584.00,    566.00
1761031440.76,      0.00,     30.00,    794.00,    353.00,    370.00,    574.00,    557.00
1761031440.84,      0.00,     30.00,    797.00,    865.00,   2000.00,    569.00,    550.00
1761031440.91,   -100.00,     30.00,    807.00,    822.00,   1915.00,    556.00,    534.00
1761031440.98,   -100.00,     30.00,    814.00,    600.00,   1556.00,    557.00,    523.00
1761031441.06,      0.00,     30.00,    798.00,    776.00,   1473.00,    550.00,    524.00
1761031441.12,      0.00,     30.00,    481.00,    675.00,    548.00,    530.00,    508.00
1761031441.19,      0.00,     30.00,    758.00,    775.00,   1351.00,    577.00,    505.00
1761031441.26,      0.00,     30.00,    754.00,    785.00,   1296.00,    609.00,    488.00
1761031441.34,      0.00,     30.00,    761.00,    842.00,   1552.00,   1573.00,    496.00
1761031441.42,      0.00,     30.00,    748.00,    793.00,   1495.00,   1517.00,    493.00
1761031441.49,      0.00,     30.00,    740.00,    760.00,    915.00,   1464.00,    493.00
1761031441.57,    -96.00,     30.00,    737.00,    755.00,   1386.00,   1410.00,    484.00
1761031441.63,   -100.00,     30.00,    732.00,    550.00,    436.00,    456.00,    401.00
1761031441.71,   -100.00,     30.00,    730.00,    705.00,   1292.00,   1335.00,    496.00
1761031441.78,   -100.00,     30.00,    713.00,    689.00,   1248.00,   1478.00,    168.00
1761031441.85,   -100.00,     30.00,    690.00,    687.00,   1201.00,   1435.00,    556.00
1761031441.93,    -16.00,     30.00,    681.00,    691.00,   1148.00,   1395.00,    541.00
1761031442.00,      0.00,     30.00,    521.00,    707.00,   1088.00,   1300.00,     80.00
1761031442.07,      0.00,     30.00,    682.00,    722.00,   1040.00,   1311.00,    551.00
1761031442.14,   -100.00,     30.00,    694.00,    785.00,    927.00,    499.00,    415.00
1761031442.21,   -100.00,     30.00,    709.00,    770.00,    956.00,   1232.00,    578.00
1761031442.28,   -100.00,     30.00,    710.00,    614.00,    912.00,   1189.00,    603.00
1761031442.35,   -100.00,     30.00,    717.00,    595.00,    878.00,   1147.00,    613.00
1761031442.42,   -100.00,     30.00,    728.00,    556.00,    848.00,   1114.00,    614.00
1761031442.49,   -100.00,     30.00,    731.00,    180.00,    824.00,   1087.00,    357.00
1761031442.57,   -100.00,     30.00,    730.00,    560.00,    815.00,   2000.00,    570.00
1761031442.64,   -100.00,     30.00,    733.00,    754.00,    955.00,   2000.00,    322.00
1761031442.71,   -100.00,     30.00,    741.00,    676.00,    908.00,    568.00,    370.00
1761031442.77,   -100.00,     30.00,    754.00,    702.00,    754.00,    569.00,    304.00
1761031442.84,   -100.00,     30.00,    769.00,    687.00,    830.00,   1099.00,    197.00
1761031442.91,   -100.00,     30.00,    731.00,    662.00,    778.00,   1046.00,    643.00
1761031442.98,   -100.00,     30.00,    690.00,    672.00,    757.00,    521.00,    340.00
1761031443.05,    -33.00,     30.00,    676.00,    594.00,    726.00,    862.00,    638.00
1761031443.12,      0.00,     30.00,    666.00,    680.00,    700.00,    867.00,    415.00
1761031443.18,      0.00,     30.00,    665.00,    662.00,    679.00,    629.00,    357.00
1761031443.25,    -93.00,     30.00,    656.00,    638.00,    663.00,   1042.00,    393.00
1761031443.32,   -100.00,     30.00,    666.00,    601.00,    635.00,    974.00,    245.00
1761031443.38,   -100.00,     30.00,    671.00,    576.00,    603.00,    809.00,    641.00
1761031443.45,   -100.00,     30.00,    659.00,    369.00,    577.00,   1038.00,    210.00
1761031443.51,   -100.00,     30.00,    689.00,    530.00,    584.00,    536.00,    257.00
1761031443.58,   -100.00,     30.00,    579.00,    508.00,   1366.00,   1013.00,    641.00
1761031443.66,   -100.00,     30.00,    546.00,    496.00,   1458.00,   1001.00,    642.00
1761031443.72,   -100.00,     30.00,    514.00,    483.00,    656.00,   1116.00,    442.00
1761031443.80,   -100.00,     30.00,    495.00,    480.00,   1767.00,    964.00,    636.00
1761031443.87,      0.00,     30.00,    483.00,    484.00,   1443.00,   1004.00,    631.00
1761031443.94,      0.00,     30.00,    481.00,    480.00,   1197.00,    566.00,    358.00
1761031444.00,      0.00,     30.00,    467.00,    485.00,   1159.00,    484.00,    360.00
1761031444.07,      0.00,     30.00,    462.00,    499.00,    305.00,   1325.00,    556.00
1761031444.14,      0.00,     30.00,    475.00,    476.00,   1099.00,   1036.00,    348.00
1761031444.21,      0.00,     30.00,    461.00,    504.00,   1102.00,   2000.00,    532.00
1761031444.28,      0.00,     30.00,    459.00,    503.00,   1467.00,    724.00,    362.00
1761031444.35,      0.00,     30.00,    463.00,    506.00,   2000.00,    670.00,    556.00
1761031444.43,      0.00,     30.00,    457.00,    497.00,   2000.00,    661.00,    611.00
1761031444.50,      0.00,     30.00,    457.00,    497.00,   1483.00,    661.00,    611.00
1761031444.56,      0.00,     30.00,    464.00,    501.00,    762.00,    683.00,    380.00
1761031444.63,      0.00,     30.00,    469.00,    492.00,   1354.00,    662.00,    612.00
1761031444.69,      0.00,     30.00,    454.00,    253.00,    349.00,    663.00,    613.00
1761031444.76,      0.00,     30.00,    459.00,    226.00,   2000.00,    673.00,    614.00
1761031444.82,      0.00,     30.00,    455.00,    492.00,    437.00,    540.00,    369.00
1761031444.89,      0.00,     40.00,    454.00,    501.00,   1793.00,    662.00,    362.00
1761031444.96,      0.00,     40.00,    465.00,    502.00,    281.00,    657.00,    617.00
1761031445.03,      0.00,     40.00,    465.00,    494.00,   1572.00,    656.00,    617.00
1761031445.09,      0.00,     40.00,    460.00,    504.00,    529.00,    657.00,    236.00
1761031445.15,      0.00,     40.00,    458.00,    503.00,    276.00,    674.00,    369.00
1761031445.21,      0.00,     40.00,    459.00,    516.00,    515.00,    650.00,    524.00
1761031445.28,      0.00,     40.00,    461.00,    506.00,   1493.00,    679.00,    610.00
1761031445.36,      0.00,     40.00,    463.00,    522.00,   1851.00,    652.00,    607.00
1761031445.42,     77.00,     40.00,    474.00,   1131.00,    747.00,    646.00,    604.00
1761031445.50,    100.00,     40.00,    469.00,    553.00,   1592.00,    650.00,    604.00
1761031445.57,    100.00,     40.00,    477.00,    519.00,   2000.00,    943.00,    346.00
1761031445.64,    100.00,     40.00,    482.00,    552.00,   1491.00,    935.00,    603.00
1761031445.71,    100.00,     40.00,    468.00,   1001.00,   1198.00,   1068.00,    613.00
1761031445.79,    100.00,     40.00,    459.00,    901.00,   1567.00,    963.00,    636.00
1761031445.86,    100.00,     40.00,    468.00,    587.00,    887.00,   1013.00,    648.00
1761031445.93,    100.00,     40.00,    431.00,    985.00,    614.00,    837.00,    659.00
1761031446.00,    100.00,     40.00,    440.00,    992.00,    759.00,   1266.00,    726.00
