Tstamp,Str,Thr,RrLH,FrLH,Fr,FrRH,RrRH
1761122246.11,      0.00,     70.00,    418.00,    326.00,    321.00,   1100.00,   1021.00
1761122246.20,      0.00,     70.00,    429.00,    439.00,    328.00,   1081.00,    820.00
1761122246.28,      0.00,     70.00,    455.00,    774.00,   1016.00,   1060.00,   1041.00
1761122246.35,   -100.00,     70.00,    457.00,    310.00,    305.00,   1045.00,   1029.00
1761122246.42,   -100.00,     70.00,    471.00,    727.00,    354.00,    655.00,   1018.00
1761122246.50,   -100.00,     70.00,    485.00,    965.00,   1331.00,   1014.00,   1011.00
1761122246.56,   -100.00,     70.00,    485.00,    270.00,    339.00,   1095.00,    589.00
1761122246.64,   -100.00,     70.00,    521.00,   1440.00,    361.00,   1067.00,    773.00
1761122246.70,   -100.00,     70.00,   1201.00,    305.00,    707.00,    346.00,    391.00
1761122246.78,   -100.00,     70.00,    643.00,    713.00,   1174.00,    423.00,   1324.00
1761122246.86,    -46.00,     70.00,    962.00,    454.00,    491.00,   1279.00,   2000.00
1761122246.94,      0.00,     70.00,   1000.00,    712.00,    789.00,    754.00,   2000.00
1761122247.03,      0.00,     70.00,   1067.00,   1292.00,   1660.00,    439.00,   2000.00
1761122247.10,      0.00,     70.00,   1276.00,    834.00,    336.00,    608.00,   1144.00
1761122247.18,      0.00,     70.00,   1262.00,   1214.00,   1266.00,    423.00,   2000.00
1761122247.26,      0.00,     70.00,    777.00,    673.00,   1190.00,    544.00,   1818.00
1761122247.35,      0.00,     70.00,   1242.00,   1259.00,   1571.00,    423.00,   2000.00
1761122247.43,   -100.00,     70.00,   1142.00,    676.00,    786.00,    406.00,   2000.00
1761122247.50,   -100.00,     70.00,    305.00,    212.00,    710.00,   2000.00,    369.00
1761122247.58,   -100.00,     70.00,   1128.00,    575.00,    933.00,   1203.00,    367.00
1761122247.64,   -100.00,     70.00,   1100.00,    193.00,    543.00,    624.00,    395.00
1761122247.72,   -100.00,     70.00,    981.00,   1287.00,   1065.00,   1162.00,    409.00
1761122247.80,   -100.00,     70.00,   1158.00,   1002.00,    488.00,   2000.00,    442.00
1761122247.89,   -100.00,     70.00,   1204.00,    909.00,    416.00,   2000.00,   2000.00
1761122247.97,   -100.00,     70.00,   1146.00,    824.00,    734.00,    597.00,   1905.00
1761122248.04,   -100.00,     70.00,   1341.00,    771.00,    712.00,    894.00,    393.00
1761122248.12,   -100.00,     70.00,    767.00,    740.00,    993.00,   1033.00,    483.00
1761122248.19,      0.00,     70.00,    733.00,    733.00,    377.00,    637.00,    484.00
1761122248.26,      0.00,     70.00,    717.00,    367.00,   1033.00,    753.00,    479.00
1761122248.33,      0.00,     70.00,    725.00,    554.00,   2000.00,    479.00,    471.00
1761122248.41,      0.00,     70.00,    750.00,   2000.00,    584.00,    443.00,    447.00
1761122248.48,    100.00,     70.00,    786.00,    647.00,   1427.00,    397.00,    406.00
1761122248.55,    100.00,     70.00,    533.00,    470.00,   1136.00,    360.00,    367.00
1761122248.62,    100.00,     70.00,    887.00,    609.00,   1192.00,    338.00,    362.00
1761122248.70,    100.00,     70.00,    899.00,   2000.00,    777.00,    307.00,    362.00
1761122248.77,      0.00,     70.00,    413.00,   1962.00,    540.00,    348.00,    278.00
1761122248.84,      0.00,     70.00,    939.00,    556.00,   1078.00,   1206.00,    285.00
1761122248.92,      0.00,     70.00,    617.00,    728.00,    799.00,   2000.00,    291.00
1761122249.00,      0.00,     70.00,    910.00,    915.00,   2000.00,    808.00,    330.00
1761122249.07,      0.00,     70.00,    883.00,    702.00,   1299.00,    753.00,    348.00
1761122249.15,   -100.00,     70.00,    852.00,    460.00,    932.00,    742.00,    367.00
1761122249.22,   -100.00,     70.00,    693.00,    815.00,    421.00,    593.00,    397.00
1761122249.29,      0.00,     70.00,    814.00,    801.00,   2000.00,      8.00,    355.00
1761122249.36,      0.00,     70.00,    775.00,    783.00,    862.00,    549.00,    436.00
